NQUEST,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,QUOTAINTP,SCOPER,UTSCOPER,MESISCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,INTERNET,EBUY,PRELN,PRELQUALIT,PRELMOTIV1,PRELMOTIV2,PRELMOTIV3,DEPOSIT,NDEPOSIT
934726,1,1,1,2,3,70,2,,,,,,1,2,2,,,1,2,1,2,350,1,2,3,1,2,2,9,,,,1,4
934731,1,1,2,2,4,60,3,,,,,,1,1,1,,,1,2,2,,900,2,,,1,2,1,8,,,,1,4
934734,2,,,2,3,20,2,,,,,,1,2,2,,,1,3,1,1,400,1,3,3,1,2,10,10,,,,1,3
934737,2,,,1,1,,3,,,,,,1,2,2,,,1,2,2,,400,1,3,2,1,2,2,9,,,,1,2
934753,1,1,1,2,2,70,1,2,,,,,1,2,2,,,1,2,1,1,600,1,3,3,1,2,4,8,,,,1,2
934764,2,,,2,3,30,3,,,,,,1,5,2,,,1,4,2,,400,1,2,2,1,2,2,9,,,,1,4
934766,2,,,2,3,35,2,,,,,,1,4,2,,,1,4,1,1,700,1,2,3,1,2,1,9,,,,1,5
934770,2,,,1,1,,2,,,,,,1,3,2,,,1,3,2,,300,1,2,3,1,3,2,8,,,,1,3
934778,2,,,1,1,,4,,,,,,2,,,,,1,1,2,,800,2,,,2,,1,7,,,,1,1
934782,1,2,2,2,2,50,1,2,,,,,1,3,2,,,1,2,1,1,1000,1,3,3,1,2,8,3,1,2,2,1,2
934786,2,,,2,3,60,1,2,,,,,1,1,2,,,1,2,1,1,900,1,2,3,1,2,2,8,,,,1,4
934790,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,400,1,3,2,1,2,1,9,,,,1,2
934791,1,2,1,1,1,,2,,,,,,1,1,2,,,1,1,1,1,30,1,1,3,1,2,1,10,,,,1,2
934793,2,,,2,2,70,1,2,,,,,1,2,2,,,1,2,2,,400,1,3,3,1,2,1,9,,,,1,2
934803,2,,,2,2,30,3,,,,,,2,,,,,1,2,1,1,400,1,3,3,1,2,4,5,1,2,2,1,2
934811,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,200,2,,,2,,3,6,,,,1,1
934815,2,,,1,1,,3,,,,,,1,1,2,,,1,2,2,,350,1,3,3,1,2,4,7,,,,1,2
934818,2,,,1,1,,3,,,,,,2,,,,,1,1,1,1,100,2,,,1,2,1,8,,,,1,1
934826,1,6,1,2,7,10,1,2,,,,,1,10,2,,,1,4,2,,3000,1,2,3,1,2,1,10,,,,1,10
934844,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,100,1,3,3,2,,2,9,,,,1,2
934869,2,,,2,2,70,2,,,,,,2,,,,,1,3,2,,300,1,3,3,1,2,1,8,,,,1,3
934870,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,650,2,,,2,,2,9,,,,1,1
934871,2,,,1,1,,1,2,,,,,2,,,,,1,2,1,1,1000,1,3,3,1,2,2,8,,,,1,1
934872,2,,,1,1,,2,,,,,,2,,,,,2,,2,,600,2,,,2,,3,8,,,,1,1
934878,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,2,1,8,,,,1,1
934892,1,1,2,1,1,,1,2,,,,,1,4,2,,,1,4,2,,200,1,3,3,1,2,2,10,,,,1,4
934900,1,1,2,1,1,,1,2,,,,,1,3,2,,,1,2,1,1,500,1,2,3,1,2,5,10,,,,1,3
934903,1,3,3,2,5,20,1,2,,,,,1,3,2,,,1,4,2,,500,1,3,3,1,2,10,6,,,,1,8
934904,2,,,2,2,100,2,,,,,,1,1,2,,,1,1,1,1,700,1,3,3,1,2,3,8,,,,1,3
934906,2,,,1,1,,4,,,,,,2,,,,,1,1,2,,25,1,3,3,1,2,1,5,2,1,1,1,1
934907,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,1000,1,3,3,1,2,0,7,,,,1,2
934908,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,25,1,3,3,1,3,1,1,1,1,1,1,1
934912,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,1200,2,,,2,,3,6,,,,1,1
934915,1,2,2,2,2,20,1,2,,,,,1,4,2,,,1,6,2,,1500,1,2,3,1,2,10,5,1,2,2,1,6
934918,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,700,1,3,3,1,2,5,10,,,,1,2
934921,2,,,2,3,35,2,,,,,,1,3,1,,,1,3,1,1,800,1,3,3,1,2,10,8,,,,1,3
934927,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,2000,2,,,2,,4,8,,,,1,3
934928,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,2,8,,,,1,2
934930,1,1,2,2,2,80,1,2,,,,,1,2,2,,,1,3,2,,400,1,3,3,1,2,2,8,,,,1,2
934943,2,,,1,1,,1,2,,,,,1,1,2,,,2,,2,,600,1,3,3,1,3,2,9,,,,1,1
934951,2,,,2,2,30,2,,,,,,1,3,2,,,1,3,2,,3000,1,3,3,1,2,1,2,1,2,2,1,3
934956,2,,,2,2,20,1,2,,,,,1,1,2,,,1,3,1,3,600,1,2,3,1,2,3,9,,,,1,4
934958,2,,,1,1,,3,,,,,,1,2,2,,,1,2,2,,700,1,3,3,1,2,2,8,,,,1,2
934960,1,1,2,2,4,30,1,2,,,,,1,3,2,,,1,4,1,2,600,1,2,3,1,2,3,9,,,,1,5
934967,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,300,1,3,3,1,2,1,8,,,,1,1
934971,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,2,,200,1,3,3,1,2,1,5,1,2,2,1,3
934979,2,,,1,1,,2,,,,,,2,,,,,2,,2,,300,2,,,2,,2,8,,,,1,1
934981,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,8,,,,1,1
934983,2,,,1,1,,1,2,,,,,2,,,,,1,3,2,,1000,1,3,3,1,2,3,8,,,,1,2
934989,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,150,2,,,2,,2,9,,,,1,1
934991,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,500,2,,,2,,2,9,,,,1,2
935000,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,2,9,,,,1,1
935001,1,1,2,2,2,70,2,,,,,,1,1,2,,,1,3,1,1,300,1,3,3,1,2,4,8,,,,1,3
935003,1,1,2,1,1,,3,,,,,,1,1,1,,,1,1,2,,1000,2,,,1,2,2,9,,,,1,1
935004,1,1,1,1,1,,2,,,,,,1,1,1,,,1,1,1,2,700,2,,,2,,4,8,,,,1,1
935007,1,1,2,2,2,70,1,2,,,,,1,2,2,,,1,3,1,2,200,1,3,3,1,2,1,8,,,,1,2
935008,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,4,8,,,,1,2
935009,2,,,1,1,,1,2,,,,,1,3,2,,,1,3,1,2,1000,1,3,3,1,2,2,9,,,,1,3
935011,2,,,2,2,70,1,2,,,,,1,4,2,,,1,3,1,2,1000,1,3,3,1,2,3,8,,,,1,4
935014,2,,,2,2,10,3,,,,,,1,5,2,,,1,3,2,,1000,1,3,3,1,2,0,10,,,,1,4
935023,1,1,2,2,2,100,2,,,,,,1,2,2,,,1,4,2,,150,1,3,3,1,2,2,8,,,,1,3
935024,2,,,2,2,60,1,2,,,,,2,,,,,1,1,1,1,500,2,,,1,3,1,8,,,,1,2
935026,2,,,2,2,20,3,,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,2,2,9,,,,1,2
935041,2,,,1,1,,4,,,,,,1,2,2,,,1,2,2,,300,1,2,3,1,2,2,10,,,,1,2
935042,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,2000,1,3,3,1,2,0,8,,,,1,1
935043,2,,,2,2,80,1,2,,,,,1,1,2,,,1,1,2,,1000,1,3,3,1,2,4,8,,,,1,3
935044,2,,,1,1,,3,,,,,,1,1,2,,,2,,2,,400,2,,,2,,1,8,,,,1,1
935045,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,3,2,7,,,,1,1
935054,2,,,2,2,50,3,,,,,,2,,,,,1,2,2,,400,1,3,3,1,3,2,8,,,,1,2
935073,1,2,2,2,2,95,1,2,,,,,1,3,2,,,1,2,2,,600,1,2,3,1,2,3,10,,,,1,3
935077,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,200,1,3,3,1,3,3,10,,,,1,1
935097,1,1,2,2,2,85,3,,,,,,1,2,2,,,1,3,2,,1500,1,3,3,1,2,7,6,,,,1,2
935103,1,3,1,2,3,80,1,2,,,,,1,2,1,,,1,1,2,,1000,1,3,3,1,3,3,7,,,,1,3
935127,1,2,1,2,2,47,2,,,,,,1,2,2,,,1,2,2,,1000,1,2,3,1,2,2,8,,,,1,2
935132,2,,,2,2,60,2,,,,,,1,1,2,,,1,3,2,,900,1,3,3,1,3,4,7,,,,1,2
935147,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,5,1,2,2,1,1
935156,1,4,2,2,6,1,1,1,12,30000,30000,,1,4,2,,,1,2,2,,9500,1,2,3,1,2,6,10,,,,1,6
935161,1,2,2,2,6,80,1,2,,,,,1,4,2,,,1,4,1,1,3000,1,3,3,1,2,11,10,,,,1,7
935165,2,,,2,3,50,1,2,,,,,1,3,2,,,1,3,2,,300,1,3,3,1,2,3,10,,,,1,4
935171,2,,,2,3,90,2,,,,,,1,1,2,,,1,3,2,,1000,1,3,3,1,2,4,10,,,,1,3
935178,1,1,1,2,2,50,2,,,,,,1,2,2,,,1,2,1,1,300,1,3,3,1,2,0,10,,,,1,3
935187,1,4,2,2,6,40,2,,,,,,1,4,2,,,1,2,2,,2000,1,2,3,1,2,3,10,,,,1,7
935193,1,2,2,2,2,70,1,2,,,,,1,4,2,,,1,3,2,,3000,1,3,3,1,2,6,9,,,,1,3
935195,2,,,2,4,40,1,2,,,,,1,3,2,,,1,1,2,,200,1,2,3,1,2,2,10,,,,1,4
935201,1,2,2,2,2,90,1,2,,,,,1,3,2,,,1,3,2,,3000,1,2,3,1,2,2,9,,,,1,4
935208,1,2,2,2,2,90,1,2,,,,,1,5,2,,,1,4,1,1,300,1,3,3,1,2,15,10,,,,1,6
935233,2,,,2,3,60,3,,,,,,1,3,2,,,1,3,2,,500,1,3,3,1,3,1,9,,,,1,3
935234,2,,,2,2,60,2,,,,,,1,2,2,,,2,,1,1,1500,1,3,3,1,2,3,9,,,,1,2
935235,2,,,1,1,,3,,,,,,1,2,2,,,1,2,1,1,1000,1,3,3,1,2,3,8,,,,1,2
935241,2,,,2,2,70,2,,,,,,1,2,2,,,1,2,2,,700,1,3,3,1,3,3,9,,,,1,2
935242,2,,,1,1,,2,,,,,,2,,,,,2,,2,,500,2,,,2,,1,9,,,,1,1
935274,1,1,2,2,3,70,2,,,,,,1,3,2,,,1,3,1,1,500,1,3,3,1,2,4,8,,,,1,4
935280,2,,,2,2,95,1,2,,,,,1,1,2,,,1,4,1,3,500,1,3,3,1,2,4,8,,,,1,5
935281,2,,,1,1,,1,2,,,,,1,2,2,,,1,4,1,1,2000,1,2,3,1,2,3,8,,,,1,3
935285,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,250,1,3,3,1,2,2,8,,,,1,1
935299,2,,,2,2,65,2,,,,,,1,2,2,,,1,2,1,1,1000,1,3,3,1,2,5,8,,,,1,2
935300,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,400,1,3,3,1,2,2,8,,,,1,1
935303,2,,,2,2,65,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,3,8,,,,1,2
935305,2,,,1,1,,2,,,,,,1,2,2,,,1,2,1,1,600,1,3,3,1,3,3,8,,,,1,2
935307,2,,,2,2,95,2,,,,,,1,2,2,,,1,2,1,1,1500,1,3,3,1,2,3,9,,,,1,3
935309,2,,,2,2,80,2,,,,,,1,3,2,,,1,2,2,,500,1,3,3,1,2,2,9,,,,1,3
935388,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,2,,4,5,1,2,1,1,1
935392,2,,,2,3,50,1,2,,,,,1,3,2,,,1,4,1,2,500,1,3,3,1,2,4,10,,,,1,3
935401,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1000,2,,,1,3,2,8,,,,1,2
935409,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,1,3,3,8,,,,1,1
935415,2,,,1,1,,2,,,,,,2,,,,,2,,2,,600,2,,,2,,1,7,,,,1,1
935423,2,,,1,1,,3,,,,,,2,,,,,2,,2,,900,2,,,2,,4,9,,,,1,1
935431,1,2,2,2,2,30,2,,,,,,1,1,2,,,1,3,2,,500,1,2,3,1,1,3,8,,,,1,2
935434,2,,,2,3,35,1,2,,,,,1,2,2,,,1,2,2,,350,1,3,3,1,2,4,10,,,,1,4
935443,2,,,2,2,60,1,2,,,,,2,,,,,1,3,1,3,700,2,,,1,2,3,10,,,,1,2
935445,2,,,1,1,,1,2,,,,,2,,,,,1,2,1,2,200,1,3,3,1,2,1,10,,,,1,1
935449,2,,,2,2,50,1,2,,,,,1,3,2,,,1,3,1,2,200,1,3,3,1,2,1,8,,,,1,2
935490,2,,,2,2,60,2,,,,,,1,1,2,,,1,2,1,2,500,1,3,3,1,2,3,8,,,,1,2
935558,1,1,1,2,5,40,1,2,,,,,1,3,2,,,1,3,2,,50,1,3,3,1,2,0,2,1,2,2,1,5
935579,1,2,1,2,4,30,3,,,,,,1,4,2,,,1,4,1,2,250,1,2,3,1,2,4,9,,,,1,5
935587,1,2,1,2,2,60,1,2,,,,,1,2,2,,,1,2,1,2,500,1,3,3,1,2,2,10,,,,1,2
935594,1,4,2,2,5,20,1,2,,,,,1,3,2,,,1,5,1,1,250,1,2,3,1,2,2,9,,,,1,5
935636,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,600,1,3,3,1,2,6,9,,,,1,1
935638,2,,,2,3,10,1,2,,,,,1,4,2,,,1,3,2,,1500,1,3,3,1,2,1,9,,,,1,4
935643,2,,,2,3,10,1,2,,,,,1,2,2,,,1,2,1,1,400,1,3,3,1,2,2,5,1,2,2,1,3
935659,1,1,1,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,2,8,,,,1,1
935666,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,600,2,,,2,,2,10,,,,1,1
935676,2,,,1,1,,2,,,,,,1,2,2,,,2,,2,,500,2,,,1,3,1,9,,,,1,1
935682,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,200,2,,,1,3,2,5,2,2,2,1,1
935683,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,800,2,,,2,,2,10,,,,1,1
935685,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,500,2,,,1,3,2,6,,,,1,1
935686,2,,,2,2,30,4,,,,,,1,4,2,,,1,2,2,,400,1,2,3,1,2,0,9,,,,1,3
935693,1,2,2,2,2,70,1,2,,,,,1,2,2,,,1,2,2,,500,1,2,3,1,2,2,5,1,1,1,1,2
935695,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,200,2,,,1,3,2,9,,,,1,1
935697,2,,,1,1,,2,,,,,,1,1,2,,,2,,2,,1200,2,,,1,2,5,8,,,,1,1
935702,2,,,2,2,60,1,2,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,2,3,8,,,,1,2
935705,1,1,1,2,2,80,1,1,6,10000,0,,1,3,2,,,1,3,2,,300,1,2,3,1,2,2,8,,,,1,3
935713,,,,1,1,,,,,,,,2,,,,,2,,2,,80,2,,,2,,1,10,,,,1,1
935714,1,1,2,2,2,75,3,,,,,,1,2,2,,,1,3,1,2,1500,1,3,3,1,2,3,9,,,,1,2
935716,2,,,2,3,10,1,2,,,,,1,2,2,,,1,2,2,,500,1,2,3,1,2,3,10,,,,1,3
935729,2,,,1,1,,3,,,,,,2,,,,,1,2,2,,700,2,,,1,2,4,8,,,,1,1
935741,1,2,2,2,2,60,2,,,,,,1,1,2,,,1,2,1,1,600,1,3,3,1,2,1,10,,,,1,2
935746,2,,,1,1,,1,2,,,,,1,2,1,,,1,2,2,,2000,1,3,3,1,1,4,9,,,,1,1
935762,2,,,2,3,50,2,,,,,,1,2,2,,,1,1,2,,1500,1,3,3,1,2,12,10,,,,1,3
935808,2,,,1,1,,2,,,,,,2,,,,,1,3,2,,300,2,,,1,3,5,8,,,,1,1
935825,2,,,2,2,80,3,,,,,,1,2,2,,,1,2,1,1,200,1,3,3,1,2,5,8,,,,1,2
935827,1,1,2,2,2,50,3,,,,,,1,1,2,,,1,2,2,,1000,1,3,3,1,2,5,8,,,,1,2
935831,1,1,2,2,3,50,2,,,,,,1,2,2,,,1,4,2,,1000,1,3,3,1,2,3,8,,,,1,4
935846,,,,,,,,,,,,,2,,,,,2,,2,,300,2,,,2,,0,5,2,2,2,2,0
935850,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,2,9,,,,1,1
935852,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,200,1,3,3,1,2,2,10,,,,1,2
935853,1,4,1,2,3,30,2,,,,,,1,5,2,,,1,3,1,1,300,1,3,3,1,2,3,10,,,,1,4
935862,1,2,1,2,3,70,1,2,,,,,1,2,2,,,1,2,2,,600,2,,,2,,5,8,,,,1,3
935871,2,,,2,2,20,2,,,,,,1,2,2,,,1,2,2,,600,1,3,3,1,2,2,8,,,,1,2
935877,2,,,2,2,20,2,,,,,,1,2,2,,,1,2,1,1,500,1,3,3,1,2,2,4,2,2,1,1,3
935892,1,1,1,1,1,,2,,,,,,1,1,2,,,1,1,2,,300,1,2,3,1,2,1,5,1,1,2,1,1
935893,1,1,1,2,2,99,2,,,,,,1,1,1,,,2,,2,,1200,1,3,3,1,3,0,8,,,,1,2
935905,2,,,2,2,99,2,,,,,,1,1,2,,,1,1,1,2,1300,1,3,3,1,2,2,5,1,2,2,1,3
935906,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,100,2,,,1,2,5,6,,,,1,3
935908,2,,,1,1,,3,,,,,,1,1,2,,,1,1,2,,200,1,3,3,1,2,2,8,,,,1,1
935916,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,50,1,3,3,1,2,1,8,,,,1,1
935923,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,1000,1,3,3,1,2,4,8,,,,1,1
935927,2,,,2,3,90,1,1,2,25000,20000,,1,1,2,,,1,3,2,,100,1,3,3,1,2,5,8,,,,1,4
935940,2,,,2,4,2,3,,,,,,1,1,2,,,1,4,1,1,200,1,3,3,1,2,1,9,,,,1,5
935941,2,,,2,2,30,2,,,,,,1,2,2,,,1,2,2,,600,1,3,3,1,2,6,8,,,,1,2
935943,2,,,2,2,20,2,,,,,,1,1,2,,,1,1,2,,350,1,3,3,1,2,1,8,,,,1,2
935944,2,,,2,2,55,2,,,,,,2,,,,,1,2,2,,200,2,,,2,,2,10,,,,1,2
935953,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,2,2,7,,,,1,1
935960,1,1,2,2,2,80,1,2,,,,,1,2,2,,,1,3,2,,2000,1,3,3,1,2,5,3,1,2,2,1,5
935987,2,,,2,2,70,1,2,,,,,1,2,2,,,1,2,2,,500,2,,,1,2,3,9,,,,1,2
935993,2,,,2,2,70,1,2,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,3,1,8,,,,1,2
935994,2,,,2,2,80,1,2,,,,,2,,,,,1,1,2,,600,1,3,3,1,3,1,10,,,,1,2
935999,1,1,2,2,4,70,2,,,,,,1,2,2,,,1,3,2,,400,1,3,3,1,3,3,8,,,,1,4
936001,2,,,2,2,95,1,2,,,,,1,4,2,,,1,4,2,,1000,1,3,3,1,2,3,10,,,,1,2
936004,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,1,1,700,1,3,3,1,2,2,8,,,,1,3
936011,2,,,2,3,50,1,2,,,,,1,4,2,,,1,2,2,,2000,1,3,3,1,2,4,9,,,,1,3
936017,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,2,9,,,,1,2
936029,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,1,2,500,1,3,3,1,2,3,8,,,,1,2
936039,1,1,1,2,2,80,2,,,,,,1,2,2,,,1,2,1,2,300,1,2,3,1,2,2,7,,,,1,2
936048,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1300,2,,,2,,3,9,,,,1,1
936049,1,1,2,1,1,,2,,,,,,1,2,2,,,1,2,2,,250,1,3,3,1,2,4,7,,,,1,1
936059,2,,,2,2,70,2,,,,,,1,1,2,,,1,1,2,,500,2,,,2,,2,8,,,,1,2
936064,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,2,8,,,,1,1
936071,2,,,1,1,,1,2,,,,,1,4,2,,,1,2,2,,1000,1,3,3,1,2,3,9,,,,1,1
936093,1,1,2,2,4,60,1,1,7,10000,,1,1,5,2,,,1,2,1,3,500,1,3,3,1,2,2,8,,,,1,5
936100,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,300,1,3,3,1,2,3,8,,,,1,2
936118,1,1,2,2,2,70,2,,,,,,1,1,2,,,1,1,1,1,1000,1,3,3,1,2,3,8,,,,1,2
936133,1,2,2,2,4,60,1,2,,,,,1,2,2,,,1,4,1,1,400,1,2,3,1,2,3,9,,,,1,6
936150,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,700,2,,,1,3,6,7,,,,1,1
936153,2,,,2,3,40,2,,,,,,1,1,2,,,1,1,2,,500,1,3,3,1,2,10,9,,,,1,3
936161,2,,,1,1,,2,,,,,,1,1,1,,,1,2,1,1,600,2,,,1,2,5,10,,,,1,2
936227,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,3,10,,,,1,1
936237,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,6,7,,,,1,2
936247,2,,,2,2,70,2,,,,,,1,2,2,,,1,2,2,,1500,1,3,3,1,3,6,6,,,,1,3
936252,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,1200,1,3,3,1,2,8,8,,,,1,2
936253,2,,,2,2,70,3,,,,,,1,2,2,,,1,3,2,,1000,1,3,3,1,1,8,8,,,,1,3
936268,2,,,2,2,70,2,,,,,,2,,,,,1,2,1,1,800,2,,,1,2,6,8,,,,1,3
936272,2,,,1,1,,3,,,,,,1,2,2,,,1,3,1,1,800,1,2,2,1,2,10,6,,,,1,3
936278,2,,,2,3,60,2,,,,,,1,3,2,,,1,4,1,1,1500,1,2,3,1,2,10,8,,,,1,3
936289,2,,,2,2,60,3,,,,,,1,1,2,,,1,2,1,1,1500,1,3,3,1,2,7,8,,,,1,3
936316,2,,,2,2,70,2,,,,,,1,2,2,,,1,2,2,,1200,1,2,3,1,2,8,9,,,,1,3
936359,2,,,2,2,70,3,,,,,,1,3,2,,,1,3,2,,2000,1,2,3,1,2,10,8,,,,1,3
936370,2,,,1,1,,1,2,,,,,1,2,2,,,1,4,1,1,1000,1,2,3,1,2,8,7,,,,1,5
936406,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,3,6,,,,1,1
936411,2,,,2,2,60,2,,,,,,1,3,2,,,1,3,2,,1000,1,3,3,1,2,8,8,,,,1,3
936412,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,2,,800,2,,,1,3,8,7,,,,1,2
936424,1,1,2,1,1,,2,,,,,,1,1,2,,,1,3,2,,800,2,,,1,2,4,8,,,,1,2
936426,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,3,1,1,1000,1,3,2,1,2,2,7,,,,1,2
936427,2,,,1,1,,1,1,3,500,,2,1,1,2,,,1,1,2,,500,1,3,3,1,2,2,8,,,,1,1
936429,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,2,1,1,600,1,3,3,1,2,3,9,,,,1,1
936436,2,,,2,2,70,2,,,,,,2,,,,,1,1,1,1,600,1,3,3,1,2,2,7,,,,1,2
936453,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,300,2,,,1,2,5,8,,,,1,1
936454,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,1300,1,3,3,1,3,3,5,1,2,1,1,1
936456,2,,,1,1,,2,,,,,,1,1,1,,,1,3,1,2,500,1,3,3,1,2,3,7,,,,1,3
936459,1,4,4,2,3,60,1,2,,,,,1,4,2,,,1,6,2,,500,1,2,3,1,2,15,10,,,,1,5
936465,2,,,2,4,80,1,2,,,,,1,2,2,,,1,4,1,2,600,1,3,3,1,2,3,9,,,,1,4
936470,1,2,2,2,2,60,2,,,,,,2,,,,,1,1,2,,4000,2,,,1,3,2,9,,,,1,2
936478,2,,,2,2,50,2,,,,,,1,1,2,,,2,,1,1,500,1,3,3,1,3,2,8,,,,1,3
936483,2,,,1,1,,1,2,,,,,1,3,2,,,1,3,1,2,300,1,3,3,1,3,4,8,,,,1,3
936513,1,1,1,1,1,,1,2,,,,,1,4,2,,,1,2,1,2,1200,1,3,3,1,2,6,10,,,,1,6
936619,1,1,1,1,1,,2,,,,,,1,2,2,,,1,2,2,,1500,1,3,3,1,2,4,5,1,1,2,1,1
936624,2,,,2,2,70,1,2,,,,,1,1,2,,,1,1,2,,200,1,3,3,1,3,2,7,,,,1,2
936635,2,,,1,1,,2,,,,,,1,4,2,,,1,4,2,,500,1,3,3,1,2,2,9,,,,1,4
936638,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,1300,1,3,3,1,2,2,6,,,,1,3
936649,1,4,4,1,1,,1,2,,,,,1,4,2,,,1,4,1,2,2000,1,2,3,1,2,4,9,,,,1,4
936651,1,1,1,1,1,,1,2,,,,,1,4,2,,,1,3,2,,1000,1,3,3,1,2,3,8,,,,1,3
936656,2,,,2,3,10,1,1,12,30000,30000,,1,6,2,,,2,,1,4,500,1,3,3,1,2,2,9,,,,1,5
936657,2,,,2,2,60,2,,,,,,1,1,2,,,1,2,2,,1000,1,3,3,1,1,6,8,,,,1,3
936660,1,2,2,2,2,70,1,2,,,,,2,,,,,1,2,2,,200,2,,,1,3,2,9,,,,1,2
936661,1,2,2,2,2,70,1,2,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,3,1,8,,,,1,2
936664,1,3,2,2,3,33,1,2,,,,,1,2,2,,,1,2,2,,2000,2,,,1,3,5,8,,,,1,3
936666,1,2,2,2,5,50,1,2,,,,,1,2,2,,,1,4,2,,600,1,2,3,1,2,3,10,,,,1,5
936667,1,1,1,2,2,99,2,,,,,,1,1,2,,,1,1,1,1,150,1,3,3,1,2,2,8,,,,1,2
936668,1,2,2,1,1,,2,,,,,,1,2,2,,,1,2,2,,2500,1,3,3,1,2,13,8,,,,1,3
936671,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,25,1,3,3,1,2,2,10,,,,1,1
936678,,,,,,,,,,,,,2,,,,,2,,2,,100,1,2,2,1,2,0,8,,,,2,0
936682,1,2,2,2,2,90,2,,,,,,1,4,2,,,1,2,2,,400,1,3,3,1,2,2,10,,,,1,3
936683,1,4,2,2,4,70,1,2,,,,,1,3,2,,,1,2,2,,500,1,2,3,1,2,1,5,1,2,2,1,4
936684,1,1,1,1,1,,1,2,,,,,1,2,1,,,1,2,1,1,1000,1,2,3,1,2,4,8,,,,1,2
936688,1,1,1,2,3,50,1,2,,,,,1,3,2,,,1,2,2,,1300,1,3,3,1,2,8,9,,,,1,3
