NQUEST,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,QUOTAINTP,SCOPER,UTSCOPER,MESISCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,INTERNET,EBUY,PRELN,PRELQUALIT,PRELMOTIV1,PRELMOTIV2,PRELMOTIV3,DEPOSIT,NDEPOSIT
955717,1,2,2,2,3,90,2,,,,,,1,4,2,,,1,3,1,3,500,1,2,3,1,2,2,10,,,,1,5
955720,2,,,1,1,,1,2,,,,,1,2,1,,,1,2,1,3,700,1,3,3,1,2,6,8,,,,1,2
955732,2,,,2,3,90,2,,,,,,1,1,2,,,1,3,2,,500,1,3,3,1,2,2,8,,,,1,3
955743,1,2,1,2,5,35,1,2,,,,,1,8,1,,,1,3,2,,1500,1,3,3,1,2,12,8,,,,1,5
955750,2,,,1,1,,4,,,,,,1,1,2,,,1,1,2,,800,1,3,3,1,2,4,6,,,,1,1
955753,2,,,1,1,,1,2,,,,,1,3,2,,,1,2,1,2,200,1,3,3,1,2,2,9,,,,1,2
955757,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,2,10,,,,1,4
955763,2,,,1,1,,1,2,,,,,1,1,1,,,1,3,1,2,500,1,3,3,1,2,4,7,,,,1,2
955777,1,1,1,2,2,95,1,2,,,,,1,3,2,,,1,3,1,1,500,1,3,3,1,2,2,10,,,,1,2
955778,2,,,2,2,55,1,2,,,,,1,6,3,5000,,1,4,2,,1000,1,3,1,1,2,4,8,,,,1,4
955782,2,,,2,2,60,2,,,,,,1,1,2,,,1,1,1,1,400,2,,,1,3,3,1,1,2,1,1,2
955797,1,2,2,2,3,90,2,,,,,,1,2,2,,,1,2,1,1,400,1,2,3,1,2,7,9,,,,1,5
955804,2,,,2,3,50,2,,,,,,1,1,2,,,2,,1,2,700,1,3,3,1,2,7,10,,,,1,3
955833,1,1,1,2,2,30,1,2,,,,,1,2,2,,,1,1,2,,2500,1,3,3,1,2,10,9,,,,1,4
955839,2,,,2,2,90,2,,,,,,1,2,2,,,1,2,2,,250,1,2,3,1,3,10,9,,,,1,3
955853,2,,,1,1,,1,2,,,,,1,2,1,,,1,2,2,,600,1,3,3,1,2,5,8,,,,1,2
955865,1,1,1,2,2,70,1,2,,,,,1,2,2,,,1,2,1,1,500,1,3,3,1,2,8,8,,,,1,4
955874,2,,,2,2,100,1,2,,,,,1,2,1,,,1,3,1,2,600,1,3,3,1,2,3,10,,,,1,2
955875,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,800,1,2,3,1,2,5,6,,,,1,2
955886,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,1,3,1200,2,,,1,3,8,9,,,,1,2
955919,2,,,2,4,50,2,,,,,,1,2,2,,,1,3,2,,500,1,3,3,1,2,1,10,,,,1,6
955920,1,1,1,2,5,85,1,2,,,,,1,3,1,,,1,4,1,2,2000,1,2,3,1,2,8,10,,,,1,7
955935,2,,,1,1,,4,,,,,,1,1,2,,,1,1,2,,1000,1,3,3,1,1,2,9,,,,1,1
955960,2,,,2,2,70,1,2,,,,,2,,,,,1,2,1,2,600,1,3,3,1,3,2,7,,,,1,2
955977,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,100,1,3,3,1,2,1,10,,,,1,1
955979,1,1,1,2,2,50,2,,,,,,1,5,2,,,1,2,2,,500,1,2,3,1,1,3,8,,,,1,2
955983,1,1,1,2,3,45,1,2,,,,,1,2,2,,,1,3,2,,400,1,2,3,1,2,5,5,2,2,2,1,3
955986,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,800,2,,,1,2,3,10,,,,1,1
955997,2,,,1,1,,1,2,,,,,1,2,1,,,1,5,2,,800,1,3,3,1,2,5,8,,,,1,2
956006,2,,,2,3,10,1,2,,,,,1,2,2,,,1,4,2,,100,1,3,3,1,2,4,9,,,,1,5
956017,1,1,1,2,2,80,1,2,,,,,1,1,1,,,1,4,1,2,200,1,2,2,1,2,4,4,1,1,2,1,6
956041,1,1,2,1,1,,1,2,,,,,1,3,2,,,1,2,2,,500,1,2,3,1,2,3,8,,,,1,3
956056,2,,,1,1,,1,2,,,,,1,2,1,,,1,2,1,2,600,1,3,3,1,2,4,8,,,,1,2
956081,2,,,2,3,60,3,,,,,,1,2,2,,,1,2,2,,2000,1,2,3,1,2,10,7,,,,1,3
956098,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,8,6,,,,1,3
956118,1,1,1,2,4,90,1,2,,,,,1,2,2,,,1,4,2,,400,1,3,3,1,2,8,10,,,,1,5
956130,2,,,2,2,80,1,2,,,,,1,2,3,,1,1,2,1,2,1000,1,2,3,1,2,8,8,,,,1,2
956141,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,1,1,700,1,3,3,1,2,4,7,,,,1,1
956147,2,,,2,2,60,3,,,,,,1,2,2,,,1,2,2,,600,1,3,3,1,2,10,8,,,,1,2
956170,2,,,2,2,99,2,,,,,,2,,,,,1,1,2,,200,1,3,3,1,1,2,8,,,,1,2
956198,2,,,2,2,80,2,,,,,,1,1,2,,,1,3,2,,500,1,3,3,1,2,3,8,,,,1,3
956207,2,,,2,3,50,2,,,,,,2,,,,,1,3,1,1,25,1,3,3,1,3,0,6,,,,1,4
956223,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,1000,2,,,1,2,4,9,,,,1,2
956225,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,200,1,3,3,1,3,1,10,,,,1,1
956234,1,2,1,2,2,80,2,,,,,,1,2,3,,1,1,2,1,2,1000,1,3,3,1,1,4,10,,,,1,3
956237,2,,,1,1,,3,,,,,,1,2,1,,,1,1,1,1,250,1,3,3,1,2,4,6,,,,1,2
956247,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,150,1,3,3,1,2,2,8,,,,1,2
956251,2,,,2,3,50,2,,,,,,1,2,2,,,1,3,2,,1000,1,2,3,1,3,4,7,,,,1,5
956254,2,,,2,3,95,2,,,,,,1,3,2,,,1,2,1,1,2000,1,3,3,1,3,5,8,,,,1,5
956258,2,,,2,3,90,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,4,8,,,,1,3
956262,2,,,1,1,,1,2,,,,,1,2,2,,,1,3,2,,2500,1,3,3,1,2,15,8,,,,1,1
956279,2,,,2,2,90,2,,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,1,8,,,,1,2
956318,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,820,2,,,2,,4,7,,,,1,1
956322,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,4,6,,,,1,1
956326,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,900,1,3,3,1,3,4,8,,,,1,1
956353,2,,,2,3,70,1,2,,,,,1,1,2,,,1,3,1,1,200,1,3,3,1,2,2,1,1,1,2,1,3
956356,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,500,1,3,3,1,1,4,6,,,,1,1
956365,2,,,1,1,,2,,,,,,1,2,2,,,1,2,1,2,1500,1,3,3,1,2,5,6,,,,1,2
956366,2,,,2,2,50,2,,,,,,1,1,2,,,1,1,1,1,800,1,3,3,1,2,4,6,,,,1,2
956376,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,2,1600,1,3,3,1,2,3,8,,,,1,1
956399,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,600,2,,,2,,2,8,,,,1,2
956445,,,,,,,,,,,,,2,,,,,2,,1,1,500,2,,,1,2,1,5,1,1,2,2,0
956446,2,,,2,5,70,1,2,,,,,1,1,1,,,2,,2,,400,2,,,1,2,3,8,,,,1,8
956449,2,,,1,1,,1,2,,,,,1,1,2,,,2,,2,,1500,1,3,3,1,1,0,1,1,2,2,1,2
956454,1,1,1,1,1,,1,2,,,,,1,3,1,,,1,4,1,1,600,1,2,3,1,2,6,10,,,,1,4
956455,2,,,1,1,,2,,,,,,1,1,1,,,1,1,1,1,600,1,3,3,1,3,4,8,,,,1,1
956457,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1200,2,,,1,3,0,3,1,2,1,1,1
956459,2,,,2,2,80,2,,,,,,1,1,1,,,1,1,1,2,200,1,3,3,1,2,3,8,,,,1,2
956460,,,,1,1,,,,,,,,2,,,,,2,,1,2,600,2,,,1,3,4,5,1,1,2,1,1
956467,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,1,1,800,1,3,3,1,2,4,1,1,2,2,1,2
956468,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,800,2,,,2,,5,5,2,1,2,1,1
956474,2,,,1,1,,2,,,,,,2,,,,,2,,2,,2000,2,,,1,3,0,6,,,,1,1
956475,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1200,2,,,1,3,0,3,2,2,2,1,1
956507,2,,,2,2,1,1,2,,,,,1,2,3,1000,,1,2,2,,700,1,3,3,1,3,4,5,1,2,1,1,2
956523,2,,,2,2,90,2,,,,,,1,1,2,,,1,2,2,,2000,1,2,3,1,2,5,6,,,,1,2
956548,,,,,,,,,,,,,2,,,,,2,,2,,600,2,,,2,,0,6,,,,2,0
956558,2,,,2,2,80,2,,,,,,1,1,1,,,1,1,2,,1300,1,3,3,1,3,1,8,,,,1,2
956579,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,1,1,800,2,,,1,2,3,10,,,,1,1
956581,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1200,1,3,3,1,3,3,9,,,,1,1
956606,,,,,,,,,,,,,2,,,,,2,,1,1,800,2,,,1,3,0,6,,,,2,0
956619,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,400,1,3,3,1,2,5,8,,,,1,1
956631,,,,,,,,,,,,,2,,,,,2,,2,,500,2,,,2,,0,4,2,2,2,2,0
956645,2,,,1,1,,1,2,,,,,2,,,,,1,1,1,1,600,2,,,1,3,1,8,,,,1,1
956660,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1400,1,3,3,1,2,3,5,1,1,2,1,1
956665,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,1500,1,3,3,1,3,4,8,,,,1,1
956672,2,,,2,3,10,1,2,,,,,1,2,1,,,1,5,1,2,500,1,3,3,1,2,4,10,,,,1,4
956691,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1200,2,,,1,3,6,6,,,,1,1
956693,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,1,3,0,8,,,,1,1
956762,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,1,8,,,,1,1
956780,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,2000,1,3,3,1,2,7,8,,,,1,1
956781,2,,,1,1,,1,1,12,28000,28000,,1,2,2,,,1,1,2,,1300,1,3,3,1,2,3,10,,,,1,1
956783,2,,,2,2,60,2,,,,,,2,,,,,1,1,1,1,1100,1,2,3,1,2,6,8,,,,1,2
956797,2,,,2,2,60,2,,,,,,1,1,2,,,1,1,1,2,800,1,2,3,1,2,4,8,,,,1,3
956800,2,,,2,3,70,1,2,,,,,2,,,,,1,2,1,1,600,1,2,3,1,2,5,9,,,,1,4
956801,2,,,2,2,60,1,1,12,40000,40000,,1,3,2,,,1,2,2,,600,1,2,1,1,2,2,8,,,,1,2
956807,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,400,1,2,3,1,2,2,9,,,,1,2
956826,2,,,1,1,,2,,,,,,1,2,2,,,2,,1,1,300,1,2,3,1,2,2,10,,,,1,2
956838,2,,,1,1,,3,,,,,,1,2,2,,,1,2,1,2,1000,1,2,3,1,2,4,8,,,,1,2
956863,2,,,2,2,60,1,2,,,,,1,2,2,,,1,4,2,,300,1,3,3,1,2,2,9,,,,1,2
956879,2,,,1,1,,1,1,1,300,0,,1,1,2,,,1,1,1,1,150,2,,,1,2,1,7,,,,1,1
956886,,,,1,1,,,,,,,,2,,,,,2,,2,,800,2,,,2,,1,10,,,,1,1
956888,2,,,2,2,99,1,2,,,,,1,1,2,,,1,3,2,,1000,2,,,1,2,8,8,,,,1,2
956892,2,,,2,2,80,2,,,,,,2,,,,,1,2,1,1,300,1,3,3,1,2,3,8,,,,1,2
956895,1,1,1,1,1,,1,1,12,7000,5000,,1,2,1,,,2,,2,,300,2,,,1,2,4,10,,,,1,3
956896,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,1000,1,3,3,1,2,4,8,,,,1,1
956898,2,,,2,2,50,1,1,12,2000,,1,1,1,2,,,1,1,1,1,200,1,3,3,1,3,6,6,,,,1,2
956899,2,,,2,2,60,1,2,,,,,1,2,2,,,1,3,2,,800,1,3,3,1,2,4,10,,,,1,3
956904,2,,,2,2,50,2,,,,,,1,1,2,,,1,2,1,1,500,1,2,3,1,2,3,7,,,,1,2
956905,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,3,20,10,,,,1,1
956906,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,2,8,,,,1,1
956916,2,,,1,1,,1,2,,,,,1,3,2,,,1,2,2,,1000,2,,,1,2,5,7,,,,1,1
956918,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,1,2,1500,1,2,3,1,2,5,8,,,,1,2
956921,2,,,2,2,55,1,2,,,,,1,2,2,,,1,2,2,,1500,1,1,3,1,2,3,9,,,,1,2
956923,2,,,1,1,,1,1,1,200,,1,1,2,2,,,1,2,2,,1000,1,3,3,1,1,4,8,,,,1,1
956938,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,1000,1,3,3,1,2,5,9,,,,1,1
956939,2,,,1,1,,4,,,,,,2,,,,,1,2,2,,700,1,3,3,1,2,6,9,,,,1,2
956974,2,,,2,3,70,4,,,,,,1,3,1,,,1,3,1,2,600,2,,,1,2,8,9,,,,1,4
956975,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,300,2,,,1,3,3,9,,,,1,1
956986,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,800,1,3,3,1,3,8,8,,,,1,1
956990,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,1,3,3,1,3,1,7,,,,1,1
957002,2,,,1,1,,2,,,,,,1,2,2,,,1,5,1,2,2000,1,3,3,1,1,10,10,,,,1,3
957007,2,,,1,1,,2,,,,,,2,,,,,2,,1,1,150,2,,,2,,3,6,,,,1,1
957009,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,3,4,5,1,1,2,1,1
957010,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,900,1,3,3,1,2,10,6,,,,1,2
957013,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,700,2,,,1,2,5,7,,,,1,2
957020,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,200,1,3,3,1,2,1,2,1,1,2,1,1
957023,2,,,1,1,,1,2,,,,,1,2,1,,,2,,1,1,200,1,3,3,1,2,0,10,,,,1,1
957033,2,,,2,5,60,2,,,,,,2,,,,,1,5,1,3,300,1,3,2,1,2,4,10,,,,1,5
957046,2,,,2,2,60,1,2,,,,,1,3,2,,,1,3,2,,400,1,3,3,1,2,3,8,,,,1,2
957048,2,,,2,2,70,1,2,,,,,1,2,2,,,1,2,2,,450,1,2,3,1,2,3,8,,,,1,2
957050,1,1,2,1,1,,1,1,4,600,,2,2,,,,,1,2,2,,400,2,,,1,1,1,7,,,,1,1
957051,2,,,2,2,65,1,2,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,4,8,,,,1,2
957052,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,400,1,2,3,1,2,4,8,,,,1,1
957057,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,1,3,3,1,3,3,10,,,,1,2
957061,,,,,,,,,,,,,2,,,,,2,,2,,200,2,,,1,3,0,6,,,,2,0
957092,2,,,1,1,,3,,,,,,1,1,3,200,,1,2,2,,650,1,3,3,1,2,5,7,,,,1,1
957093,2,,,1,1,,1,1,2,500,150,,1,2,2,,,1,2,2,,700,2,,,1,2,6,7,,,,1,2
957094,2,,,1,1,,2,,,,,,1,1,3,,1,1,1,2,,1000,1,3,3,1,2,4,8,,,,1,1
957095,,,,1,1,,,,,,,,2,,,,,1,1,2,,250,2,,,2,,2,7,,,,1,1
957097,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,300,2,,,2,,1,7,,,,1,1
957098,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,3,8,,,,1,1
957137,2,,,1,1,,1,1,12,5000,5000,,1,1,3,2000,,2,,2,,500,2,,,1,3,3,7,,,,1,1
957154,2,,,1,1,,2,,,,,,2,,,,,2,,2,,500,2,,,1,3,4,8,,,,1,1
957158,,,,1,1,,,,,,,,2,,,,,1,1,2,,900,2,,,1,3,3,8,,,,1,1
957174,2,,,2,3,90,1,2,,,,,1,4,2,,,1,4,2,,500,1,3,3,1,2,2,9,,,,1,5
957206,2,,,2,2,60,3,,,,,,2,,,,,1,2,2,,1000,1,3,3,1,2,6,10,,,,1,2
957217,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1500,2,,,2,,0,5,1,2,2,1,1
957225,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,1,1,100,1,2,3,1,2,4,7,,,,1,1
957234,1,1,2,2,2,70,1,2,,,,,1,3,2,,,1,2,2,,1000,1,2,3,1,2,2,6,,,,1,2
957238,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,500,1,3,3,1,3,2,8,,,,1,1
957258,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,8,,,,1,1
957262,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,2,8,,,,1,1
957264,,,,,,,,,,,,,2,,,,,2,,2,,500,2,,,1,3,1,8,,,,2,0
957284,1,1,1,2,2,30,4,,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,2,5,7,,,,1,2
957296,2,,,2,2,80,1,2,,,,,1,1,2,,,1,2,2,,200,1,3,3,1,2,1,9,,,,1,2
957303,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,200,1,3,3,1,2,3,8,,,,1,2
957306,2,,,1,1,,2,,,,,,2,,,,,2,,2,,600,2,,,2,,2,8,,,,1,1
957307,1,1,1,1,1,,2,,,,,,1,2,2,,,1,2,1,2,500,1,3,3,1,2,2,7,,,,1,2
957313,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,400,1,3,3,1,3,3,5,1,2,2,1,1
957315,2,,,1,1,,1,2,,,,,1,4,2,,,1,2,1,1,800,1,3,3,1,2,4,7,,,,1,2
957333,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,1000,1,3,3,1,2,4,9,,,,1,1
957344,2,,,1,1,,2,,,,,,1,1,1,,,1,2,1,2,400,1,3,3,1,2,8,6,,,,1,2
957386,2,,,2,2,90,1,1,1,3000,,1,1,1,2,,,1,2,2,,500,1,3,3,1,2,2,10,,,,1,2
957397,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,600,2,,,1,3,5,6,,,,1,1
957492,2,,,2,2,100,1,2,,,,,1,2,2,,,1,2,2,,700,1,3,3,1,1,4,5,1,1,2,1,3
957498,,,,1,1,,,,,,,,2,,,,,2,,1,2,100,2,,,1,2,0,5,2,2,2,1,1
957502,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,2,,2000,2,,,1,3,4,8,,,,1,2
957506,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,200,2,,,1,2,2,10,,,,1,2
957508,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1650,1,3,3,1,3,1,8,,,,1,1
957509,2,,,1,1,,1,2,,,,,1,2,3,3000,,1,3,1,1,500,1,3,3,1,2,2,10,,,,1,2
957516,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,2,8,,,,1,1
957545,1,1,2,2,2,60,1,2,,,,,1,1,2,,,1,2,2,,1000,1,3,3,1,2,10,8,,,,1,2
957548,1,1,1,1,1,,1,1,12,8000,6000,,1,2,2,,,1,2,1,2,300,1,3,3,1,2,4,10,,,,1,3
957552,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,1000,1,3,3,1,2,5,9,,,,1,5
957556,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,1,3,3,9,,,,1,1
957559,2,,,1,1,,2,,,,,,1,1,1,,,1,2,1,2,600,1,3,3,1,2,4,9,,,,1,1
957564,1,1,1,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,400,1,3,3,1,2,10,10,,,,1,2
957579,2,,,2,2,20,1,2,,,,,1,2,2,,,1,2,1,1,500,1,3,3,1,2,1,9,,,,1,2
957586,1,1,2,2,2,85,1,2,,,,,1,2,2,,,1,2,2,,800,1,3,3,1,2,3,8,,,,1,2
957589,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,1,6,,,,1,1
957610,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,1,1,400,1,3,3,1,2,2,6,,,,1,1
957616,,,,,,,,,,,,,2,,,,,2,,1,1,200,1,3,3,1,2,1,7,,,,2,0
957652,,,,,,,,,,,,,2,,,,,2,,1,1,200,1,3,3,1,3,1,7,,,,2,0
957654,,,,,,,,,,,,,2,,,,,2,,1,1,300,1,3,3,1,2,2,7,,,,2,0
957657,2,,,2,2,40,1,2,,,,,1,1,1,,,1,2,1,1,200,1,3,3,1,2,2,6,,,,1,2
957661,2,,,1,1,,2,,,,,,1,3,3,2000,,1,3,2,,400,1,3,3,1,2,1,8,,,,1,2
957664,2,,,1,1,,1,2,,,,,1,1,3,,1,1,1,2,,200,1,3,3,1,2,1,6,,,,1,2
957671,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,1000,1,3,3,1,2,4,8,,,,1,2
957674,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,1,2,200,1,3,3,1,2,1,7,,,,1,3
957677,1,1,2,1,1,,1,2,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,2,2,8,,,,1,1
957684,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,1,2,500,1,3,3,1,2,2,9,,,,1,2
957687,2,,,2,2,20,1,2,,,,,1,2,3,,1,1,2,1,2,400,1,2,3,1,2,3,7,,,,1,3
957692,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,200,1,3,3,1,2,2,7,,,,1,3
957693,1,1,1,2,2,70,1,2,,,,,1,2,2,,,1,2,2,,100,1,3,3,1,2,2,10,,,,1,3
957696,2,,,2,2,60,1,2,,,,,1,3,2,,,1,3,1,1,300,1,3,3,1,2,6,6,,,,1,3
957701,2,,,1,1,,2,,,,,,2,,,,,1,3,1,2,800,1,3,3,1,2,2,9,,,,1,2
957705,2,,,2,2,70,1,2,,,,,1,1,2,,,1,2,2,,100,1,3,3,1,2,1,4,1,2,2,1,4
957709,2,,,2,2,80,2,,,,,,1,5,2,,,1,5,1,1,100,1,3,3,1,3,2,8,,,,1,5
957711,2,,,2,2,50,3,,,,,,1,1,2,,,1,3,2,,300,1,3,3,1,2,3,6,,,,1,3
957713,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,500,1,3,3,1,2,2,8,,,,1,2
957714,2,,,1,1,,2,,,,,,2,,,,,1,3,1,2,300,1,3,3,1,2,2,3,1,2,2,1,3
957721,2,,,2,2,80,1,2,,,,,1,1,2,,,1,2,1,1,500,1,3,3,1,2,4,8,,,,1,6
957729,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1000,2,,,1,3,0,6,,,,1,2
957736,2,,,1,1,,4,,,,,,2,,,,,1,1,2,,500,2,,,2,,4,7,,,,1,1
957746,2,,,2,2,50,2,,,,,,2,,,,,1,2,1,1,200,1,2,3,1,2,2,7,,,,1,2
957749,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,2,8,,,,1,2
957754,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,3,2,9,,,,1,2
957760,2,,,2,2,50,1,2,,,,,1,1,2,,,1,2,2,,600,1,3,3,1,2,4,8,,,,1,2
957763,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,200,1,3,3,1,3,4,5,1,2,1,1,2
957764,2,,,1,1,,2,,,,,,2,,,,,2,,2,,650,2,,,2,,1,9,,,,1,1
957769,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,1,3,3,1,3,4,7,,,,1,2
957771,2,,,2,3,40,1,2,,,,,1,2,2,,,1,2,2,,500,1,2,3,1,2,4,8,,,,1,3
957775,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,4,10,,,,1,2
957776,2,,,2,2,60,1,2,,,,,1,1,2,,,1,2,2,,500,1,2,3,1,2,3,7,,,,1,2
957778,2,,,2,2,70,2,,,,,,1,2,2,,,1,3,2,,500,1,2,3,1,2,3,8,,,,1,3
957780,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,2,3,7,,,,1,1
957788,1,1,1,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,2,8,,,,1,2
957799,2,,,2,3,70,1,1,12,50000,50000,,1,2,2,,,1,1,1,1,500,2,,,1,2,1,8,,,,1,5
957837,1,3,3,2,2,80,2,,,,,,1,4,2,,,1,5,1,4,300,1,3,3,1,2,6,10,,,,1,5
957852,1,2,2,2,2,70,1,2,,,,,1,2,2,,,1,5,2,,1000,1,3,3,1,2,5,10,,,,1,5
957892,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,500,1,3,3,1,2,2,8,,,,1,1
957903,2,,,2,2,80,2,,,,,,2,,,,,1,2,1,1,250,1,3,3,1,2,2,9,,,,1,2
957908,2,,,1,1,,2,,,,,,2,,,,,2,,2,,320,2,,,2,,0,10,,,,1,1
957909,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,1800,2,,,2,,1,6,,,,1,1
957920,2,,,2,3,50,1,2,,,,,1,1,2,,,1,4,1,1,1500,1,3,3,1,2,2,4,1,2,2,1,4
957924,2,,,2,2,1,2,,,,,,1,1,1,,,1,3,1,2,1300,1,3,3,1,1,10,7,,,,1,2
957931,2,,,2,2,80,2,,,,,,1,1,1,,,1,2,1,1,200,1,3,3,1,2,2,10,,,,1,2
957938,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,2,6,,,,1,2
957955,1,1,1,2,2,40,1,2,,,,,1,2,3,320,,1,3,1,1,25,1,2,3,1,2,1,8,,,,1,5
957973,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,500,1,2,3,1,2,2,10,,,,1,1
957983,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,2,2,,800,1,3,3,1,2,2,6,,,,1,1
957987,1,1,2,1,1,,1,1,5,1500,,1,1,2,2,,,1,2,1,2,1500,1,2,3,1,2,4,7,,,,1,1
957988,2,,,1,1,,2,,,,,,1,1,1,,,1,2,1,1,300,1,3,3,1,2,10,6,,,,1,1
957989,1,2,2,2,2,70,2,,,,,,1,2,2,,,1,2,1,2,300,1,3,3,1,2,2,9,,,,1,3
957993,2,,,2,3,60,2,,,,,,1,2,2,,,1,3,2,,800,1,3,3,1,2,4,8,,,,1,3
957999,2,,,2,2,80,2,,,,,,1,1,2,,,1,1,2,,1200,2,,,2,,4,8,,,,1,2
958000,2,,,2,2,70,1,2,,,,,1,3,2,,,1,3,2,,800,1,3,3,1,2,3,8,,,,1,3
