NQUEST,nord,INTPER,CASD,CIGRED,CIGMESI,CIGORE,CASV,MOBD,MOBV,DISD,DISV,LIQD,LIQV,ACED,ACEV,APLD,APLV,AIPD,AIPV,BORSAD,BORSAV,RRD,RRV,ROD,ROV,ALIMD,ALIMV,ASCD,ASCV,ALTRED,ALTREV
967784,5,2,,,,,,,,,,,,,,,,,,1,10000,2,,2,,2,,2,,2,
967803,2,1,2,,,,,2,,1,1200,2,,,,,,,,,,,,,,,,,,,
967988,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,1800,2,,2,
967988,2,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,2400,2,,2,
967988,3,1,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,1,2400,2,
968245,1,1,1,2,,,6000,2,,2,,2,,,,,,,,,,,,,,,,,,,
968266,1,1,,,,,,,,,,,,1,2000,2,,2,,,,,,,,,,,,,
968266,3,1,,,,,,,,,,,,1,2000,2,,2,,,,,,,,,,,,,
968735,2,1,1,1,7,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
968735,3,1,,,,,,,,,,,,1,90,2,,2,,,,,,,,,,,,,
968735,4,1,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
968772,2,2,1,1,3,12,,2,,1,800,2,,,,,,,,,,,,,,,,,,,
970336,2,1,2,,,,,2,,1,4500,2,,,,,,,,,,,,,,,,,,,
970740,1,1,,,,,,,,,,,,2,,1,11174,2,,2,,2,,2,,1,8676,2,,2,
970740,3,1,,,,,,,,,,,,2,,1,7200,2,,,,,,,,,,,,,
970819,1,,1,1,1,172,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,
971131,1,,1,1,1,36,,2,,2,,2,,,,,,,,,,,,,,,,,,,
971152,2,2,1,2,,,6000,2,,2,,2,,,,,,,,,,,,,,,,,,,
971505,2,1,,,,,,,,,,,,,,,,,,2,,2,,1,4000,2,,2,,2,
971639,3,1,,,,,,,,,,,,,,,,,,1,800,2,,2,,2,,2,,2,
971659,3,1,,,,,,,,,,,,,,,,,,2,,1,100,2,,2,,2,,2,
971659,4,1,,,,,,,,,,,,,,,,,,2,,1,100,2,,2,,2,,2,
972808,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,400,2,,2,,2,
972921,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,6000,2,,2,
973304,2,1,1,2,,,12000,2,,2,,2,,,,,,,,,,,,,,,,,,,
973354,1,1,,,,,,,,,,,,2,,1,227,2,,,,,,,,,,,,,
973389,1,,1,2,,,1800,2,,2,,2,,,,,,,,,,,,,,,,,,,
973395,1,1,2,,,,,2,,2,,1,900,,,,,,,,,,,,,,,,,,
973395,2,1,,,,,,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,
973401,1,1,,,,,,,,,,,,1,600,2,,2,,,,,,,,,,,,,
974064,3,1,,,,,,,,,,,,1,300,2,,2,,,,,,,,,,,,,
974174,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,4500,2,,2,
974487,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,1320,2,,2,
974590,1,2,2,,,,,2,,1,2000,2,,,,,,,,,,,,,,,,,,,
974610,1,1,1,2,,,1700,2,,2,,2,,,,,,,,,,,,,,,,,,,
974610,4,1,1,2,,,2000,2,,2,,2,,,,,,,,,,,,,,,,,,,
974630,1,1,1,1,1,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
975476,1,1,,,,,,,,,,,,,,,,,,2,,1,4000,1,1500,2,,2,,2,
975476,2,1,,,,,,,,,,,,,,,,,,2,,2,,1,2000,2,,2,,2,
