NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,ASPVALABIT1,ASPVALABIT2,ASPVALABIT3,ASPVALABIT4,ASPVALABIT5,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,FMUTRIF,MUTUOE,MUTUORIF,REAPMUT,MUTUOR3,MUTUOE3,REAPMUT3,MUTUORIC,MUTUORIC3,DOCSEZD
949988,2008,1,1,,2007,0,1,0,0,0,0,0,0,0,1,400000,,,,,,,,800,,295,1960,2,500000,0,0,100,0,0,1,1,1,1,2,,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
949996,1986,1,1,,2013,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,1000,,90,1957,2,180000,0,0,100,0,0,1,1,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
950002,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,800,,150,1990,2,400000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950045,1969,1,1,,1969,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,500,,95,1930,1,120000,0,0,30,70,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950054,2010,1,1,,2010,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,500,,180,2010,2,250000,100,0,0,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950055,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,450,,90,1985,2,180000,50,25,25,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950064,1980,1,1,,1980,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,300,,180,1980,1,150000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950067,2004,1,1,,2004,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,400,,100,1980,2,150000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950075,1982,1,1,,1982,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,400,,100,1980,2,180000,25,25,50,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950077,1996,1,1,,1996,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,500,,120,1996,2,200000,50,50,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950079,2010,1,2,80,2010,0,0,1,0,0,0,0,0,0,3,80000,2,,,,,,,450,,120,2000,2,150000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950081,2008,1,1,,2008,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,250,,90,1990,1,90000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950082,2015,1,1,,2015,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,600,,100,2010,1,200000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950083,2020,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,2,50,,60,1995,1,20000,50,30,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950084,2010,2,,,,,,,,,,,,,,,,,400,1,2,,2,,2,90,2005,1,150000,100,0,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950087,2000,1,1,,1999,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,600,,115,1998,2,115000,30,20,20,10,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950090,1970,1,1,,1970,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,200,,120,1970,2,150000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950118,2000,1,1,,1980,1,0,0,0,0,0,0,0,0,2,80000,,,,,,,,550,,90,1980,1,200000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950120,1985,1,1,,1985,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,550,,80,1985,1,180000,50,50,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950123,2010,2,,,,,,,,,,,,,,,,,500,2,2,,2,,2,100,1990,1,200000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950130,2010,1,1,,2000,0,1,1,0,0,0,0,0,0,2,68000,,,,,,,,550,,85,2000,1,200000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950156,2015,5,,,,,,,,,,,,,,,,,,,,,2,150,,40,1970,1,25000,20,20,30,10,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,1,500,2,,,,,2,,,2,2,2
950157,2015,2,,,,,,,,,,,,,,,,,400,2,2,,2,,2,70,2000,2,75000,10,10,20,30,30,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950159,1980,1,1,,1995,1,1,0,0,0,0,0,0,0,1,75000,,,,,,,,450,,80,1979,2,80000,20,30,10,10,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950162,1998,1,1,,1997,0,1,0,0,0,0,0,0,0,1,85000,,,,,,,,500,,95,1990,2,90000,20,10,10,30,30,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,2,2,2
950163,2001,2,,,,,,,,,,,,,,,,,380,1,2,,3,,1,60,1990,1,65000,10,10,30,20,30,2,,2,,2,,2,,2,,,,2,,2,,1,1,2,,2,,2,,,2,2,2,,2,,2,,,,,2,,,2,2,2
950168,1996,1,1,,2000,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,650,,100,1985,2,115000,30,10,20,20,20,2,,1,1,2,,2,,1,2500,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950171,2015,5,,,,,,,,,,,,,,,,,,,,,1,,,40,1990,1,20000,20,10,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,4,2,2,,1,500,2,,,,,2,,,2,2,2
950176,1998,1,1,,2000,0,1,1,0,0,0,0,0,0,2,100000,,,,,,,,600,,100,1998,2,200000,50,30,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950184,1983,1,1,,1985,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,300,,90,1983,1,100000,0,25,75,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950190,2000,1,1,,2000,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,400,,100,1990,1,150000,50,50,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950191,1993,1,1,,2000,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,600,,120,1990,2,200000,50,50,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950192,2010,1,1,,2010,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,400,,80,2005,1,100000,0,50,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950195,2000,1,1,,2000,1,0,0,0,0,0,0,0,0,2,50000,,,,,,,,450,,120,1995,2,200000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950203,1965,1,1,,1980,1,0,0,0,0,0,0,0,0,1,10000,,,,,,,,250,,60,1938,1,50000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950219,1979,2,,,,,,,,,,,,,,,,,270,4,2,,4,,1,85,1972,2,40000,0,0,0,100,0,2,,2,,1,1,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950220,1972,1,1,,1972,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,500,,100,1970,2,100000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
950222,1981,1,1,,2017,0,1,0,0,0,0,0,0,0,3,120000,,,,,,,,500,,150,1970,2,200000,10,30,30,15,15,1,1,2,,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,4,1,2,2,,2,,2,,,,,2,,,2,2,2
950224,2018,1,1,,2018,1,0,0,0,0,0,0,0,0,1,190000,,,,,,,,750,,78,1985,1,220000,0,20,60,20,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,2,2,2
950230,1998,1,1,,1997,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,350,,98,1900,2,60000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
950241,1973,1,1,,1978,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,350,,160,1900,2,160000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951005,1956,1,1,,2012,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,550,,110,1850,1,90000,0,0,100,0,0,1,1,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
951009,2011,1,1,,2011,0,1,0,0,0,0,0,0,0,1,145000,,,,,,,,750,,110,1920,2,160000,0,0,65,35,0,1,1,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,1
951018,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,25,,60,1900,1,200000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951019,2019,1,1,,2019,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,400,,100,1980,1,140000,20,20,20,20,20,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,2,2,2
951034,2017,1,1,,2017,1,1,0,0,0,0,0,0,0,1,400000,,,,,,,,1100,,140,2016,2,440000,0,0,30,60,10,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951045,1972,1,1,,1972,1,1,0,0,0,0,0,0,0,1,400000,,,,,,,,700,,200,1972,2,400000,0,5,90,5,0,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,4,2,2,,2,,2,,,,,2,,,2,2,2
951061,2011,1,1,,2011,1,0,0,0,0,0,0,0,0,1,550000,,,,,,,,1000,,118,1980,1,500000,0,90,10,0,0,2,,2,,1,5,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951063,2018,2,,,,,,,,,,,,,,,,,,1,2,,2,,2,85,1945,1,10000,20,10,50,10,10,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951067,2011,1,1,,2011,1,1,0,0,0,0,0,0,0,1,290000,,,,,,,,700,,270,2011,2,250000,20,30,25,15,10,2,,2,,2,,2,,2,,1,1,2,,1,1,2,,2,,2,,2,,3,3,2,2,,2,,1,1,1,,,,,,2,2,2
951070,2016,1,1,,2016,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,600,,80,1985,1,125000,10,10,20,30,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951071,1995,2,,,,,,,,,,,,,,,,,300,4,2,,4,,1,65,1980,1,50000,25,50,25,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951073,2009,1,1,,2009,1,1,0,0,0,0,0,0,0,2,200000,,,,,,,,700,,80,1697,1,250000,0,0,0,50,50,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
951074,2016,1,1,,2016,1,0,0,0,0,0,0,0,0,1,260000,,,,,,,,750,,110,2016,2,300000,0,0,25,50,25,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951078,2005,1,1,,2005,1,0,0,0,0,0,0,0,0,1,300000,,,,,,,,750,,150,2005,2,350000,0,0,25,25,50,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951096,1980,1,1,,1980,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,600,,200,1970,2,300000,20,30,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951111,1965,2,,,,,,,,,,,,,,,,,350,4,2,,4,,2,90,1950,1,80000,20,20,20,20,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
951125,2019,1,1,,2018,1,0,0,0,0,0,0,0,0,3,350000,,,,,,,,1500,,150,1850,2,500000,0,0,100,0,0,1,6,1,3,1,3,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,1,1,2,2,,2,,2,,,,,1,1,,,,2
951139,1994,1,1,,1994,1,0,0,1,0,0,0,0,0,3,500000,,,,,,,,1000,,250,1950,2,600000,0,100,0,0,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951161,1991,1,1,,1991,1,0,1,0,0,0,0,0,0,3,180000,,,,,,,,600,,110,1960,1,200000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951163,2012,1,1,,2012,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,800,,150,1970,2,190000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
951167,1994,1,1,,1994,1,1,0,0,0,0,0,0,0,2,100000,,,,,,,,600,,90,1970,1,120000,0,0,70,30,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951173,2007,1,1,,2007,1,1,0,0,0,0,0,0,0,1,250000,,,,,,,,2000,,200,1992,2,250000,30,20,10,10,30,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,2,,,,,2,,,2,2,2
951184,2010,1,1,,2010,1,1,0,0,0,0,0,0,0,1,230000,,,,,,,,1100,,125,1990,2,185000,0,35,65,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,,,2
951190,1999,4,,,,,,,,,,,,,,,,,,,,,1,700,,70,1950,1,90000,2,18,80,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951202,2011,1,1,,2011,1,0,0,0,0,0,0,0,0,1,330000,,,,,,,,1500,,135,1968,2,280000,5,10,70,10,5,1,3,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,1,2,1,,,,,,,,2
951235,2014,1,1,,2014,1,1,0,0,0,0,0,0,0,1,125000,,,,,,,,600,,100,1970,1,270000,10,30,10,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,1,1,,,,,,,,2
951236,2015,1,1,,2006,1,0,0,0,0,0,0,0,0,1,180000,,,,,,,,600,,80,2005,2,180000,0,0,100,0,0,1,1,2,,2,,2,,2,,1,1,2,,1,1,2,,2,,2,,2,,1,1,2,2,,2,,2,,,,,1,1,,,,2
951246,2003,1,1,,1972,1,0,0,0,0,0,0,0,0,1,70000,,,,,,,,4000,,250,1930,2,1800000,0,0,100,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951250,2008,1,1,,2008,1,1,0,0,0,0,0,0,0,1,600000,,,,,,,,1000,,160,1985,2,300000,0,0,20,80,0,1,2,1,3,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,1,1,1,,,,,,2,2,1
951262,2013,1,1,,2013,1,1,0,0,0,0,0,0,0,1,148000,,,,,,,,500,,85,1959,1,170000,0,10,20,50,20,2,,2,,2,,2,,2,,1,1,2,,1,1,2,,2,,2,,2,,3,3,2,2,,2,,2,,,,,2,,,2,2,2
951266,2019,1,1,,2018,1,0,0,0,0,0,0,0,0,1,400000,,,,,,,,2000,,120,1968,2,450000,0,0,20,70,10,1,3,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,1,1,,2,2,2
951280,2015,1,1,,2014,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,400,,60,1958,1,125000,10,10,30,40,10,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951288,2015,1,1,,2015,1,0,0,0,0,0,0,0,0,1,130000,,,,,,,,500,,100,1976,1,150000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951300,2017,1,1,,2017,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,500,,40,2010,1,110000,0,30,50,20,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951330,2009,4,,,,,,,,,,,,,,,,,,,,,1,700,,180,1920,2,170000,0,5,95,0,0,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,2,,,,,2,,,2,2,2
951334,1960,2,,,,1,0,0,0,0,0,0,0,0,,,,,200,2,2,,1,,2,60,1958,1,75000,100,0,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951337,1996,1,1,,1996,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,1000,,200,1972,2,480000,0,0,50,50,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951345,2005,1,1,,2005,1,0,0,0,0,0,0,0,0,1,165000,,,,,,,,500,,120,1975,2,120000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,2
951350,2011,1,1,,2011,1,0,0,0,0,0,0,0,0,1,140000,,,,,,,,600,,110,2010,2,160000,0,0,70,30,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951367,2012,1,1,,2012,0,1,0,0,0,0,0,0,0,1,500000,,,,,,,,1500,,200,2011,2,400000,0,0,100,0,0,1,2,1,2,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
951368,2011,1,1,,2011,0,1,0,0,0,0,0,0,0,1,400000,,,,,,,,800,,160,1978,2,250000,20,20,50,5,5,1,1,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,1,1,1,,,,,,,,1
951390,2017,1,1,,2016,1,0,0,0,0,0,0,0,0,1,115000,,,,,,,,400,,100,1967,1,250000,10,10,20,20,40,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
951391,2017,1,1,,2013,1,1,0,0,0,0,0,0,0,1,170000,,,,,,,,800,,90,2000,1,200000,25,25,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,1,1,,,,,,,,2
951397,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,1000,,250,1940,2,500000,0,0,100,0,0,1,3,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
951400,2017,1,1,,2017,1,0,0,0,0,0,0,0,0,1,215000,,,,,,,,700,,160,1900,2,330000,0,0,100,0,0,1,1,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,1
951401,2008,1,1,,2006,0,1,0,0,0,0,0,0,0,1,90000,,,,,,,,700,,200,1970,2,250000,20,20,40,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
951404,1972,1,1,,1930,1,1,0,0,0,0,0,0,0,3,100000,,,,,,,,300,,100,1890,1,50000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951408,1969,1,1,,1969,1,1,0,0,0,0,0,0,0,1,10000,,,,,,,,450,,110,1969,1,80000,0,0,40,60,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951409,1974,1,1,,1972,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,400,,100,1972,1,80000,0,0,0,100,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951411,2004,1,1,,2004,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,600,,80,1993,1,100000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951413,1964,1,2,50,1993,1,0,0,0,0,0,0,0,0,3,30000,2,,,,,,,600,,200,1964,2,300000,0,0,40,60,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951435,2018,1,1,,2018,1,0,0,0,0,0,0,0,0,5,180000,,,,,,,,750,,120,2018,2,160000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951436,2018,1,1,,2018,1,1,0,0,0,0,0,0,0,1,43000,,,,,,,,350,,90,1972,2,60000,0,30,40,20,10,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,1,1,,,,2
951439,1995,1,1,,1995,1,0,0,0,0,0,0,0,0,3,70000,,,,,,,,850,,160,1955,2,280000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951444,2016,1,1,,2016,0,1,0,0,0,0,0,0,0,3,70000,,,,,,,,450,,120,1950,2,120000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951450,2007,1,1,,2007,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,450,,180,1964,2,120000,0,30,40,20,10,2,,2,,2,,2,,2,,1,1,2,,1,1,1,1,2,,2,,2,,1,1,2,2,,2,,2,,,,,2,,,2,2,2
951458,1995,4,,,,,,,,,,,,,,,,,,,,,1,1000,,220,1904,2,800000,0,0,10,80,10,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
951463,2018,1,1,,2018,1,0,0,0,0,0,0,0,0,1,158000,,,,,,,,500,,290,1964,2,250000,0,20,60,15,5,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,2,2,2
951466,1995,1,1,,1995,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,600,,100,1800,2,250000,0,0,100,0,0,1,1,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,1,2,1,,,2
951469,1989,1,1,,1989,1,0,0,0,0,0,0,0,0,4,220000,,,,,,,,1200,,250,1984,2,350000,0,0,0,100,0,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
951473,2002,1,1,,2001,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,500,,350,2001,2,250000,0,0,100,0,0,1,2,2,,1,1,2,,2,,2,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,1,3,1,,,,,,,,2
951486,2000,1,1,,2000,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,700,,90,2000,2,350000,10,10,50,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,2
951488,2000,1,1,,2000,1,1,0,0,0,0,0,0,0,5,500000,,,,,,,,1000,,200,1998,2,500000,20,20,20,20,20,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
